 Date, Time,"CHILLER TEMPERATURE LEAVING SETPOINT
(DEG C)","CHW LEAVE TEMPERATURE
(DEG C)","CHW RETURN TEMPERATURE
(DEG C)","CHW FLOW RATE
(m3/h)","  DELIVERY
(TR)","ROUNDED   DELIVERY
(TR)","CH-1, POWER CONSUMPTION
 ","CONDENSER FLOW
(m3/h)","CEFT TEMPERATURE
(DEG C)","WET BULB Temperature - Chiller 1
(DEG C)","CHILLER LOAD,(TR%)
 ","ACTUAL OPERATING
(ikW/TR)","COMMITTED PERFORMANCE
(ikW/TR)","PERFORMANCE DEVIATION
(%)","Commited Kw
 ","RUN HOURS
 "
5-Oct-2025,02:52,6.00,5.94,9.78,344.43,436.61,435.00,237.70,352.73,29.83,26.68,72.77,0.54,0.67,-19.19,294.17,13008.00
5-Oct-2025,02:53,6.00,6.06,9.78,345.57,425.36,420.00,237.70,354.56,29.72,26.68,70.89,0.56,0.67,-16.99,286.35,13008.00
5-Oct-2025,02:54,6.00,6.06,9.78,346.90,427.00,420.00,237.70,353.69,29.72,26.57,71.17,0.56,0.67,-17.31,287.46,13008.00
5-Oct-2025,02:55,6.00,6.06,9.78,341.43,420.26,420.00,237.70,354.14,29.72,26.57,70.04,0.57,0.67,-15.98,282.92,13008.00
5-Oct-2025,02:56,6.00,6.06,9.78,345.42,425.17,420.00,237.70,351.15,29.72,26.57,70.86,0.56,0.67,-16.95,286.22,13008.00
5-Oct-2025,02:57,6.00,6.06,9.78,345.70,425.52,420.00,237.70,353.37,29.72,26.57,70.92,0.56,0.67,-17.02,286.46,13008.00
5-Oct-2025,02:58,6.00,6.06,9.78,343.32,422.59,420.00,237.70,354.17,29.72,26.57,70.43,0.56,0.67,-16.44,284.49,13008.00
5-Oct-2025,02:59,6.00,6.06,9.78,348.60,429.09,435.00,237.70,351.53,29.72,26.57,71.52,0.55,0.67,-17.78,289.10,13008.00
5-Oct-2025,03:00,6.00,6.06,9.78,345.39,425.14,420.00,237.70,354.17,29.72,26.57,70.86,0.56,0.67,-16.95,286.20,13008.00
5-Oct-2025,03:01,6.00,6.06,9.78,341.71,420.61,420.00,237.70,353.98,29.72,26.57,70.10,0.57,0.67,-16.05,283.15,13008.00
5-Oct-2025,03:02,6.00,6.06,9.78,349.41,430.08,435.00,237.70,350.60,29.72,26.57,71.68,0.55,0.67,-17.97,289.77,13008.00
5-Oct-2025,03:03,6.00,6.06,9.78,342.23,421.25,420.00,237.70,353.27,29.72,26.57,70.21,0.56,0.67,-16.18,283.59,13008.00
5-Oct-2025,03:04,6.00,6.06,9.78,343.04,422.24,420.00,237.70,352.95,29.72,26.57,70.37,0.56,0.67,-16.38,284.25,13008.00
5-Oct-2025,03:05,6.00,6.06,9.78,349.35,430.01,435.00,237.70,356.23,29.72,26.57,71.67,0.55,0.67,-17.95,289.72,13008.00
5-Oct-2025,03:06,6.00,6.06,9.78,347.34,427.53,435.00,237.70,351.21,29.72,26.57,71.26,0.56,0.67,-17.48,288.05,13008.00
5-Oct-2025,03:07,6.00,6.06,9.78,345.36,425.10,420.00,237.70,353.37,29.61,26.57,70.85,0.56,0.67,-16.94,286.18,13008.00
5-Oct-2025,03:08,6.00,6.06,9.78,341.58,420.45,420.00,237.70,350.96,29.61,26.57,70.08,0.57,0.67,-16.02,283.05,13008.00
5-Oct-2025,03:09,6.00,6.06,9.78,346.35,426.31,420.00,237.70,354.27,29.61,26.57,71.05,0.56,0.67,-17.17,286.99,13008.00
5-Oct-2025,03:10,6.00,6.06,9.78,344.99,424.64,420.00,237.70,350.44,29.61,26.57,70.77,0.56,0.67,-16.85,285.87,13008.00
5-Oct-2025,03:11,6.00,6.06,9.78,346.32,426.28,420.00,237.70,356.30,29.61,26.57,71.05,0.56,0.67,-17.17,286.97,13008.00
5-Oct-2025,03:12,6.00,6.06,9.78,347.37,427.57,435.00,237.70,355.62,29.61,26.57,71.26,0.56,0.67,-17.49,288.08,13008.00
5-Oct-2025,03:13,6.00,6.06,9.78,343.72,423.08,420.00,237.70,351.12,29.61,26.57,70.51,0.56,0.67,-16.54,284.82,13008.00
5-Oct-2025,03:14,6.00,6.06,9.78,344.92,424.56,420.00,237.70,351.28,29.61,26.57,70.76,0.56,0.67,-16.83,285.81,13008.00
5-Oct-2025,03:15,6.00,6.06,9.78,344.52,424.07,420.00,237.70,354.62,29.61,26.57,70.68,0.56,0.67,-16.74,285.48,13008.00
5-Oct-2025,03:16,6.00,6.06,9.78,348.42,428.86,435.00,237.70,353.56,29.61,26.57,71.48,0.55,0.67,-17.73,288.94,13008.00
5-Oct-2025,03:17,6.00,6.06,9.78,340.35,418.93,420.00,237.70,351.31,29.61,26.57,69.82,0.57,0.67,-15.71,282.02,13008.00
5-Oct-2025,03:18,6.00,6.06,9.78,343.29,422.55,420.00,237.70,353.85,29.61,26.57,70.43,0.56,0.67,-16.44,284.46,13008.00
5-Oct-2025,03:19,6.00,6.06,9.78,341.89,420.83,420.00,237.70,352.82,29.61,26.57,70.14,0.56,0.67,-16.10,283.30,13008.00
5-Oct-2025,03:20,6.00,6.06,9.78,345.57,425.36,420.00,237.70,352.56,29.61,26.57,70.89,0.56,0.67,-16.99,286.35,13008.00
5-Oct-2025,03:21,6.00,6.06,9.78,346.35,426.31,420.00,237.70,353.63,29.61,26.57,71.05,0.56,0.67,-17.17,286.99,13008.00
5-Oct-2025,03:22,6.00,5.94,9.78,349.47,443.00,450.00,237.70,351.79,29.61,26.57,73.83,0.54,0.67,-20.42,298.71,13008.00
5-Oct-2025,03:23,6.00,5.94,9.67,344.31,423.80,420.00,237.70,350.57,29.50,26.57,70.63,0.56,0.67,-16.68,285.30,13008.00
5-Oct-2025,03:24,6.00,5.94,9.67,348.67,429.17,435.00,237.70,352.69,29.50,26.57,71.53,0.55,0.67,-17.79,289.15,13008.00
5-Oct-2025,03:25,6.00,5.94,9.67,343.90,423.31,420.00,237.70,352.66,29.50,26.57,70.55,0.56,0.67,-16.59,284.97,13008.00
5-Oct-2025,03:26,6.00,5.94,9.67,342.20,421.22,420.00,237.70,353.53,29.50,26.35,70.20,0.56,0.67,-16.17,283.57,13008.00
5-Oct-2025,03:27,6.00,6.06,9.67,343.01,409.60,405.00,237.70,354.62,29.50,26.35,68.27,0.58,0.68,-14.15,276.87,13008.00
5-Oct-2025,03:28,6.00,6.06,9.67,342.20,408.64,405.00,237.70,354.08,29.50,26.35,68.11,0.58,0.68,-13.94,276.22,13008.00
5-Oct-2025,03:29,6.00,6.06,9.67,343.56,410.27,405.00,237.70,353.50,29.50,26.35,68.38,0.58,0.68,-14.29,277.32,13008.00
5-Oct-2025,03:30,6.00,6.06,9.78,344.68,424.26,420.00,237.70,353.50,29.50,26.35,70.71,0.56,0.67,-16.77,285.61,13008.00
5-Oct-2025,03:31,6.00,6.06,9.78,341.86,420.80,420.00,237.70,350.86,29.50,26.35,70.13,0.56,0.67,-16.09,283.28,13008.00
5-Oct-2025,03:32,6.00,6.06,9.78,345.42,425.17,420.00,237.70,353.02,29.50,26.35,70.86,0.56,0.67,-16.95,286.22,13008.00
5-Oct-2025,03:33,6.00,6.06,9.78,342.73,421.86,420.00,237.70,352.69,29.50,26.35,70.31,0.56,0.67,-16.30,284.00,13008.00
5-Oct-2025,03:34,6.00,6.06,9.78,342.88,422.05,420.00,237.70,351.60,29.50,26.20,70.34,0.56,0.67,-16.34,284.12,13008.00
5-Oct-2025,03:35,6.00,6.06,9.78,344.46,423.99,420.00,237.70,353.50,29.50,26.20,70.67,0.56,0.67,-16.72,285.43,13008.00
5-Oct-2025,03:36,6.00,6.06,9.78,342.17,421.18,420.00,237.70,352.44,29.50,26.20,70.20,0.56,0.67,-16.17,283.54,13008.00
5-Oct-2025,03:37,6.00,6.06,9.78,346.25,426.20,420.00,237.70,352.82,29.50,26.20,71.03,0.56,0.67,-17.15,286.92,13008.00
5-Oct-2025,03:38,6.00,6.06,9.78,348.17,428.56,435.00,237.70,353.88,29.50,26.20,71.43,0.55,0.67,-17.68,288.74,13008.00
5-Oct-2025,03:39,6.00,6.06,9.78,344.43,423.96,420.00,237.70,352.79,29.50,26.20,70.66,0.56,0.67,-16.71,285.41,13008.00
5-Oct-2025,03:40,6.00,6.06,9.78,343.90,423.31,420.00,237.70,351.44,29.50,26.20,70.55,0.56,0.67,-16.59,284.97,13008.00
5-Oct-2025,03:41,6.00,6.06,9.67,345.23,412.26,405.00,237.70,352.73,29.50,26.20,68.71,0.58,0.68,-14.70,278.67,13008.00
5-Oct-2025,03:42,6.00,6.06,9.67,345.67,412.78,420.00,237.70,351.53,29.50,26.20,68.80,0.58,0.67,-14.46,277.88,13008.00
5-Oct-2025,03:43,6.00,6.06,9.67,343.44,410.12,405.00,237.70,350.86,29.50,26.20,68.35,0.58,0.68,-14.25,277.22,13008.00
5-Oct-2025,03:44,6.00,6.06,9.67,343.53,410.23,405.00,237.70,352.18,29.50,26.20,68.37,0.58,0.68,-14.28,277.29,13008.00
5-Oct-2025,03:45,6.00,6.06,9.67,345.11,412.11,405.00,237.70,353.18,29.50,26.20,68.69,0.58,0.68,-14.67,278.57,13008.00
5-Oct-2025,03:46,6.00,6.06,9.67,344.68,411.60,405.00,237.70,352.53,29.39,26.06,68.60,0.58,0.67,-13.63,275.22,13008.00
5-Oct-2025,03:47,6.00,6.06,9.67,343.44,410.12,405.00,237.70,353.50,29.39,26.06,68.35,0.58,0.67,-13.32,274.23,13008.00
5-Oct-2025,03:48,6.00,6.06,9.67,343.69,410.41,405.00,237.70,353.37,29.39,26.06,68.40,0.58,0.67,-13.38,274.43,13008.00
5-Oct-2025,03:49,6.00,6.06,9.67,345.02,412.00,405.00,237.70,351.08,29.39,26.06,68.67,0.58,0.67,-13.72,275.49,13008.00
5-Oct-2025,03:50,6.00,6.06,9.67,346.96,414.33,420.00,237.70,352.53,29.39,25.87,69.06,0.57,0.67,-13.90,276.08,13008.00
5-Oct-2025,03:51,6.00,6.06,9.67,341.34,407.61,405.00,237.70,352.21,29.39,25.87,67.94,0.58,0.67,-12.79,272.55,13009.00
5-Oct-2025,03:52,6.00,6.06,9.67,343.22,409.86,405.00,237.70,351.57,29.39,25.98,68.31,0.58,0.67,-13.27,274.06,13009.00
5-Oct-2025,03:53,6.00,6.06,9.67,345.70,412.81,420.00,237.70,354.82,29.39,25.98,68.80,0.58,0.67,-13.58,275.07,13009.00
5-Oct-2025,03:54,6.00,6.06,9.67,345.33,412.37,405.00,237.70,352.08,29.39,25.98,68.73,0.58,0.67,-13.79,275.74,13009.00
5-Oct-2025,03:55,6.00,6.06,9.67,341.86,408.24,405.00,237.70,352.44,29.39,25.98,68.04,0.58,0.67,-12.92,272.97,13009.00
5-Oct-2025,03:56,6.00,6.06,9.67,341.09,407.31,405.00,237.70,352.85,29.39,25.98,67.89,0.58,0.67,-12.72,272.35,13009.00
5-Oct-2025,03:57,6.00,6.06,9.67,346.10,413.29,420.00,237.70,353.37,29.39,25.98,68.88,0.58,0.67,-13.68,275.39,13009.00
5-Oct-2025,03:58,6.00,6.06,9.67,346.07,413.26,420.00,237.70,351.28,29.39,25.98,68.88,0.58,0.67,-13.68,275.37,13009.00
5-Oct-2025,03:59,6.00,6.06,9.67,343.01,409.60,405.00,237.70,356.17,29.39,25.98,68.27,0.58,0.67,-13.21,273.88,13009.00
5-Oct-2025,04:00,6.00,6.06,9.67,344.83,411.78,405.00,237.70,352.95,29.50,25.98,68.63,0.58,0.67,-13.67,275.34,13009.00
5-Oct-2025,04:01,6.00,6.06,9.67,344.89,411.85,405.00,237.70,351.86,29.50,25.98,68.64,0.58,0.67,-13.68,275.39,13009.00
5-Oct-2025,04:02,6.00,6.06,9.67,344.80,411.74,405.00,237.70,353.43,29.50,26.17,68.62,0.58,0.68,-14.59,278.32,13009.00
5-Oct-2025,04:03,6.00,6.06,9.67,343.75,410.49,405.00,237.70,351.47,29.50,26.17,68.42,0.58,0.68,-14.33,277.47,13009.00
5-Oct-2025,04:04,6.00,6.06,9.67,345.98,413.15,420.00,237.70,351.76,29.50,26.17,68.86,0.58,0.67,-14.54,278.13,13009.00
5-Oct-2025,04:05,6.00,6.06,9.67,345.11,412.11,405.00,237.70,355.04,29.50,26.17,68.69,0.58,0.68,-14.67,278.57,13009.00
5-Oct-2025,04:06,6.00,6.06,9.67,343.97,410.75,405.00,237.70,352.15,29.50,26.17,68.46,0.58,0.68,-14.39,277.65,13009.00
5-Oct-2025,04:07,6.00,6.06,9.67,348.05,415.62,420.00,237.70,352.66,29.50,26.29,69.27,0.57,0.67,-15.04,279.80,13009.00
5-Oct-2025,04:08,6.00,6.06,9.67,343.16,409.79,405.00,237.70,352.40,29.50,26.29,68.30,0.58,0.68,-14.19,277.00,13009.00
5-Oct-2025,04:09,6.00,6.06,9.67,340.81,406.98,405.00,237.70,353.43,29.50,26.29,67.83,0.58,0.68,-13.59,275.10,13009.00
5-Oct-2025,04:10,6.00,6.06,9.67,344.71,411.63,405.00,237.70,351.37,29.50,26.29,68.61,0.58,0.68,-14.57,278.24,13009.00
5-Oct-2025,04:11,6.00,6.06,9.67,345.67,412.78,420.00,237.70,352.69,29.50,26.29,68.80,0.58,0.67,-14.46,277.88,13009.00
5-Oct-2025,04:12,6.00,6.06,9.67,342.57,409.08,405.00,237.70,353.88,29.50,26.29,68.18,0.58,0.68,-14.04,276.52,13009.00
5-Oct-2025,04:13,6.00,6.06,9.67,344.52,411.41,405.00,237.70,351.08,29.50,26.29,68.57,0.58,0.68,-14.52,278.09,13009.00
5-Oct-2025,04:14,6.00,6.06,9.67,348.11,415.69,420.00,237.70,352.89,29.50,26.29,69.28,0.57,0.67,,279.84,13009.00
5-Oct-2025,04:15,6.00,6.06,9.67,345.17,412.19,405.00,237.70,352.66,29.50,26.29,68.70,0.58,0.68,,278.62,13009.00
5-Oct-2025,04:16,6.00,6.06,9.67,344.06,410.86,405.00,237.70,354.21,29.50,26.29,68.48,0.58,0.68,,277.72,13009.00
5-Oct-2025,04:17,6.00,6.06,9.67,344.43,411.30,405.00,237.70,353.66,29.50,26.29,68.55,0.58,0.68,,278.02,13009.00
5-Oct-2025,04:18,6.00,6.06,9.67,343.56,410.27,405.00,237.70,350.63,29.50,26.29,68.38,0.58,0.68,,277.32,13009.00
5-Oct-2025,04:19,6.00,6.06,9.67,347.15,414.55,420.00,237.70,353.50,29.39,26.29,69.09,0.57,0.67,,279.08,13009.00
5-Oct-2025,04:20,6.00,6.06,9.67,345.33,412.37,405.00,237.70,353.56,29.39,26.29,68.73,0.58,0.68,,278.74,13009.00
5-Oct-2025,04:21,6.00,6.06,9.67,343.63,410.34,405.00,237.70,354.88,29.39,26.29,68.39,0.58,0.68,,277.37,13009.00
5-Oct-2025,04:22,6.00,6.06,9.67,342.26,408.72,405.00,237.70,352.56,29.50,26.29,68.12,0.58,0.68,,276.27,13009.00
5-Oct-2025,04:23,6.00,6.06,9.67,345.60,412.70,420.00,237.70,355.08,29.50,26.29,68.78,0.58,0.67,,277.83,13009.00
5-Oct-2025,04:24,6.00,6.06,9.67,341.12,407.35,405.00,237.70,354.50,29.50,26.29,67.89,0.58,0.68,-13.67,275.35,13009.00
5-Oct-2025,04:25,6.00,6.06,9.67,343.97,410.75,405.00,237.70,353.37,29.50,26.29,68.46,0.58,0.68,-14.39,277.65,13009.00
5-Oct-2025,04:26,6.00,6.06,9.67,343.78,410.52,405.00,237.70,352.53,29.50,26.45,68.42,0.58,0.68,-14.34,277.49,13009.00
5-Oct-2025,04:27,6.00,6.06,9.67,341.06,407.28,405.00,237.70,351.76,29.50,26.45,67.88,0.58,0.68,-13.66,275.30,13009.00
5-Oct-2025,04:28,6.00,6.06,9.67,343.84,410.60,405.00,237.70,356.46,29.50,26.45,68.43,0.58,0.68,-14.35,277.55,13009.00
5-Oct-2025,04:29,6.00,6.06,9.67,341.21,407.46,405.00,237.70,352.95,29.50,26.45,67.91,0.58,0.68,-13.69,275.42,13009.00
5-Oct-2025,04:30,6.00,6.06,9.67,344.80,411.74,405.00,237.70,353.72,29.50,26.45,68.62,0.58,0.68,-14.59,278.32,13009.00
5-Oct-2025,04:31,6.00,6.06,9.67,345.26,412.30,405.00,237.70,352.95,29.50,26.45,68.72,0.58,0.68,-14.71,278.69,13009.00
5-Oct-2025,04:32,6.00,6.06,9.67,344.61,411.52,405.00,237.70,353.14,29.50,26.45,68.59,0.58,0.68,-14.55,278.17,13009.00
5-Oct-2025,04:33,6.00,6.06,9.67,347.61,415.10,420.00,237.70,353.76,29.50,26.45,69.18,0.57,0.67,-14.94,279.45,13009.00
5-Oct-2025,04:34,6.00,6.06,9.67,348.97,416.73,420.00,237.70,354.50,29.50,26.45,69.46,0.57,0.67,-15.27,280.54,13009.00
5-Oct-2025,04:35,6.00,6.06,9.67,344.21,411.04,405.00,237.70,352.40,29.50,26.45,68.51,0.58,0.68,-14.45,277.84,13009.00
5-Oct-2025,04:36,6.00,6.06,9.67,343.44,410.12,405.00,237.70,352.21,29.50,26.45,68.35,0.58,0.68,-14.25,277.22,13009.00
5-Oct-2025,04:37,6.00,6.06,9.67,342.70,409.23,405.00,237.70,352.56,29.50,26.45,68.21,0.58,0.68,-14.07,276.62,13009.00
5-Oct-2025,04:38,6.00,6.06,9.67,346.59,413.88,420.00,237.70,351.70,29.50,26.45,68.98,0.57,0.67,-14.69,278.62,13009.00
5-Oct-2025,04:39,6.00,6.06,9.67,348.51,416.17,420.00,237.70,351.82,29.50,26.45,69.36,0.57,0.67,-15.16,280.17,13009.00
5-Oct-2025,04:40,6.00,6.06,9.67,343.87,410.64,405.00,237.70,352.11,29.50,26.45,68.44,0.58,0.68,-14.36,277.57,13009.00
5-Oct-2025,04:41,6.00,6.06,9.67,347.49,414.96,420.00,237.70,353.02,29.50,26.45,69.16,0.57,0.67,-14.91,279.35,13009.00
5-Oct-2025,04:42,6.00,6.06,9.67,348.91,416.65,420.00,237.70,353.43,29.50,26.45,69.44,0.57,0.67,-15.25,280.49,13009.00
5-Oct-2025,04:43,6.00,6.06,9.67,346.16,413.37,420.00,237.70,353.21,29.50,26.45,68.90,0.58,0.67,-14.58,278.28,13009.00
5-Oct-2025,04:44,6.00,6.06,9.67,340.63,406.76,405.00,237.70,352.53,29.50,26.45,67.79,0.58,0.68,-13.55,274.95,13009.00
5-Oct-2025,04:45,6.00,6.06,9.67,345.54,412.63,420.00,237.70,352.34,29.61,26.45,68.77,0.58,0.67,-14.43,277.78,13009.00
5-Oct-2025,04:46,6.00,6.06,9.67,346.07,413.26,420.00,237.70,351.08,29.61,26.45,68.88,0.58,0.67,-14.56,278.21,13009.00
5-Oct-2025,04:47,6.00,6.06,9.67,342.30,408.75,405.00,237.70,353.37,29.61,26.45,68.13,0.58,0.68,-13.97,276.29,13009.00
5-Oct-2025,04:48,6.00,6.06,9.67,344.80,411.74,405.00,237.70,351.66,29.61,26.45,68.62,0.58,0.68,-14.59,278.32,13009.00
5-Oct-2025,04:49,6.00,6.06,9.67,348.20,415.80,420.00,237.70,353.11,29.50,26.45,69.30,0.57,0.67,-15.08,279.92,13009.00
5-Oct-2025,04:50,6.00,6.06,9.67,345.20,412.22,405.00,237.70,351.34,29.50,26.45,68.70,0.58,0.68,-14.69,278.64,13009.00
5-Oct-2025,04:51,6.00,6.06,9.67,346.44,413.70,420.00,237.70,352.18,29.50,26.45,68.95,0.57,0.67,-14.65,278.50,13010.00
5-Oct-2025,04:52,6.00,6.06,9.67,344.12,410.93,405.00,237.70,352.98,29.61,26.45,68.49,0.58,0.68,-14.42,277.77,13010.00
5-Oct-2025,04:53,6.00,6.06,9.67,347.09,414.48,420.00,237.70,353.37,29.61,26.45,69.08,0.57,0.67,-14.81,279.03,13010.00
5-Oct-2025,04:54,6.00,6.06,9.67,344.55,411.45,405.00,237.70,353.27,29.61,26.45,68.58,0.58,0.68,-14.53,278.12,13010.00
5-Oct-2025,04:55,6.00,5.94,9.67,341.24,420.04,420.00,237.70,353.11,29.61,26.63,70.01,0.57,0.67,-15.94,282.77,13010.00
5-Oct-2025,04:56,6.00,5.94,9.67,346.25,426.20,420.00,237.70,351.08,29.61,26.63,71.03,0.56,0.67,-17.15,286.92,13010.00
5-Oct-2025,04:57,6.00,5.94,9.67,343.84,423.23,420.00,237.70,351.12,29.61,26.63,70.54,0.56,0.67,-16.57,284.92,13010.00
5-Oct-2025,04:58,6.00,5.94,9.67,345.98,425.86,420.00,237.70,351.53,29.50,26.63,70.98,0.56,0.67,-17.09,286.69,13010.00
5-Oct-2025,04:59,6.00,5.94,9.67,345.67,425.48,420.00,237.70,350.79,29.50,26.51,70.91,0.56,0.67,-17.01,286.43,13010.00
5-Oct-2025,05:00,6.00,5.94,9.67,345.88,425.74,420.00,237.70,352.82,29.50,26.51,70.96,0.56,0.67,-17.06,286.61,13010.00
5-Oct-2025,05:01,6.00,5.94,9.67,346.10,426.01,420.00,237.70,349.25,29.50,26.51,71.00,0.56,0.67,-17.12,286.79,13010.00
5-Oct-2025,05:02,6.00,5.94,9.67,340.47,419.08,420.00,237.70,352.56,29.50,26.41,69.85,0.57,0.67,-15.75,282.12,13010.00
5-Oct-2025,05:03,6.00,5.94,9.67,347.03,427.15,420.00,237.70,351.28,29.50,26.41,71.19,0.56,0.67,-17.34,287.56,13010.00
5-Oct-2025,05:04,6.00,5.94,9.67,342.39,421.44,420.00,237.70,350.89,29.50,26.41,70.24,0.56,0.67,-16.22,283.71,13010.00
5-Oct-2025,05:05,6.00,5.94,9.67,345.85,425.71,420.00,237.70,351.66,29.50,26.41,70.95,0.56,0.67,-17.06,286.59,13010.00
5-Oct-2025,05:06,6.00,5.94,9.67,348.79,429.32,435.00,237.70,350.38,29.50,26.41,71.55,0.55,0.67,-17.82,289.25,13010.00
5-Oct-2025,05:07,6.00,5.94,9.67,344.15,423.61,420.00,237.70,352.44,29.50,26.41,70.60,0.56,0.67,-16.65,285.17,13010.00
5-Oct-2025,05:08,6.00,5.94,9.67,346.25,426.20,420.00,237.70,349.47,29.50,26.41,71.03,0.56,0.67,-17.15,286.92,13010.00
5-Oct-2025,05:09,6.00,5.94,9.67,344.86,424.49,420.00,237.70,355.17,29.50,26.41,70.75,0.56,0.67,-16.82,285.77,13010.00
5-Oct-2025,05:10,6.00,5.94,9.67,341.12,419.88,420.00,237.70,353.27,29.50,26.41,69.98,0.57,0.67,-15.91,282.66,13010.00
5-Oct-2025,05:11,6.00,5.94,9.67,342.70,421.82,420.00,237.70,352.95,29.50,26.41,70.30,0.56,0.67,-16.29,283.97,13010.00
5-Oct-2025,05:12,6.00,5.94,9.67,342.36,421.41,420.00,237.70,353.79,29.50,26.41,70.24,0.56,0.67,-16.21,283.69,13010.00
5-Oct-2025,05:13,6.00,5.94,9.67,345.88,425.74,420.00,237.70,351.53,29.50,26.41,70.96,0.56,0.67,-17.06,286.61,13010.00
5-Oct-2025,05:14,6.00,5.94,9.67,344.77,424.37,420.00,237.70,354.08,29.50,26.41,70.73,0.56,0.67,-16.80,285.69,13010.00
5-Oct-2025,05:15,6.00,5.94,9.67,342.91,422.09,420.00,237.70,353.40,29.50,26.41,70.35,0.56,0.67,-16.35,284.15,13010.00
5-Oct-2025,05:16,6.00,5.94,9.67,346.41,426.39,420.00,237.70,350.76,29.50,26.41,71.07,0.56,0.67,-17.19,287.05,13010.00
5-Oct-2025,05:17,6.00,5.94,9.67,343.29,422.55,420.00,237.70,352.05,29.50,26.53,70.43,0.56,0.67,-16.44,284.46,13010.00
5-Oct-2025,05:18,6.00,5.94,9.67,345.54,425.33,420.00,237.70,354.21,29.50,26.53,70.89,0.56,0.67,-16.98,286.33,13010.00
5-Oct-2025,05:19,6.00,5.94,9.67,343.93,423.35,420.00,237.70,357.10,29.50,26.53,70.56,0.56,0.67,-16.59,285.00,13010.00
5-Oct-2025,05:20,6.00,5.94,9.67,342.23,421.25,420.00,237.70,352.98,29.50,26.53,70.21,0.56,0.67,-16.18,283.59,13010.00
5-Oct-2025,05:21,6.00,5.94,9.67,344.31,423.80,420.00,237.70,352.60,29.50,26.41,70.63,0.56,0.67,-16.68,285.30,13010.00
5-Oct-2025,05:22,6.00,5.94,9.67,341.00,419.73,420.00,237.70,350.47,29.50,26.41,69.96,0.57,0.67,-15.88,282.56,13010.00
5-Oct-2025,05:23,6.00,5.94,9.67,345.11,424.79,420.00,237.70,353.21,29.50,26.41,70.80,0.56,0.67,-16.88,285.97,13010.00
5-Oct-2025,05:24,6.00,5.94,9.67,345.17,424.87,420.00,237.70,350.54,29.50,26.41,70.81,0.56,0.67,-16.89,286.02,13010.00
5-Oct-2025,05:25,6.00,5.94,9.67,345.63,425.44,420.00,237.70,353.95,29.39,26.41,70.91,0.56,0.67,-17.00,286.41,13010.00
5-Oct-2025,05:26,6.00,5.94,9.67,346.50,426.51,420.00,237.70,350.25,29.39,26.41,71.09,0.56,0.67,-17.21,287.13,13010.00
5-Oct-2025,05:27,6.00,5.94,9.67,347.40,427.61,435.00,237.70,352.66,29.39,26.41,71.27,0.56,0.67,-17.49,288.10,13010.00
5-Oct-2025,05:28,6.00,5.94,9.67,344.12,423.58,420.00,237.70,354.30,29.39,26.27,70.60,0.56,0.67,-16.64,285.15,13010.00
5-Oct-2025,05:29,6.00,5.94,9.67,345.29,425.02,420.00,237.70,353.02,29.39,26.27,70.84,0.56,0.67,-16.92,286.12,13010.00
5-Oct-2025,05:30,6.00,5.94,9.67,344.49,424.03,420.00,237.70,350.21,29.39,26.27,70.67,0.56,0.67,-16.73,285.46,13010.00
5-Oct-2025,05:31,6.00,5.94,9.67,346.72,426.77,420.00,237.70,353.21,29.39,26.27,71.13,0.56,0.67,-17.26,287.30,13010.00
5-Oct-2025,05:32,6.00,5.94,9.67,346.69,426.73,420.00,237.70,352.18,29.39,26.27,71.12,0.56,0.67,-17.26,287.27,13010.00
5-Oct-2025,05:33,6.00,5.94,9.67,345.98,425.86,420.00,237.70,355.43,29.39,26.27,70.98,0.56,0.67,-17.09,286.69,13010.00
5-Oct-2025,05:34,6.00,5.94,9.67,342.36,421.41,420.00,237.70,353.24,29.39,26.27,70.24,0.56,0.67,-16.21,283.69,13010.00
5-Oct-2025,05:35,6.00,6.06,9.67,346.25,413.48,420.00,237.70,353.63,29.39,26.27,68.91,0.57,0.67,-14.60,278.35,13010.00
5-Oct-2025,05:36,6.00,6.06,9.67,344.34,411.19,405.00,237.70,353.82,29.39,26.27,68.53,0.58,0.68,-14.48,277.94,13010.00
5-Oct-2025,05:37,6.00,6.06,9.67,340.50,406.61,405.00,237.70,354.01,29.39,26.27,67.77,0.58,0.68,-13.51,274.85,13010.00
5-Oct-2025,05:38,6.00,6.06,9.67,344.83,411.78,405.00,237.70,354.91,29.28,26.27,68.63,0.58,0.68,-14.60,278.34,13010.00
5-Oct-2025,05:39,6.00,6.06,9.67,344.03,410.82,405.00,237.70,352.79,29.28,26.27,68.47,0.58,0.68,-14.40,277.69,13010.00
5-Oct-2025,05:40,6.00,6.06,9.67,347.06,414.44,420.00,237.70,354.75,29.39,26.27,69.07,0.57,0.67,-14.80,279.00,13010.00
5-Oct-2025,05:41,6.00,5.94,9.67,347.06,427.19,420.00,237.70,351.86,29.39,26.27,71.20,0.56,0.67,-17.34,287.58,13010.00
5-Oct-2025,05:42,6.00,5.94,9.67,343.87,423.27,420.00,237.70,353.14,29.39,26.27,70.55,0.56,0.67,-16.58,284.95,13010.00
5-Oct-2025,05:43,6.00,5.94,9.67,347.58,427.84,435.00,237.70,351.60,29.39,26.37,71.31,0.56,0.67,-17.54,288.26,13010.00
5-Oct-2025,05:44,6.00,5.94,9.67,347.80,428.10,435.00,237.70,351.79,29.39,26.37,71.35,0.56,0.67,-17.59,288.43,13010.00
